id,$a$,$v_{cong}$,$v_{incong}$,$t$,X^2,bic
0.0,0.4714328920240971,0.13316151282159017,-0.14979983706839972,0.12032239642937903,13.565487006759588,2300.3363362959626
1.0,1.3175184472727324,1.1776167855095414,3.798153679509957,0.6883276679362531,8.225863061820997,1932.3224565063915
2.0,0.16871212656541834,1.8001185599064335,0.18267024418824307,0.6461094567475325,14.973170749392287,2302.4123046079317
3.0,1.9292512030333229,1.306580906798362,2.640063504669265,0.8621737806208843,4.806726968880451,1834.861204142851
4.0,1.4207551595457728,3.8451550590902563,0.7852374698524303,0.5528043786057293,6.993725169645652,1983.3538943183144
5.0,0.3845731421686682,2.359744066778546,-0.14683624110097915,0.6983684088773539,18.909514297030626,2268.37401575611
6.0,1.9067379297916438,2.9027270363332054,3.324048244903027,0.14640112353449058,13.750085370272192,1792.5924368005446
7.0,0.556273295810777,-0.2748727602366814,2.48262497505171,0.4663459699451904,7.364413268673639,2190.554463889346
8.0,1.5907350791075197,1.3519195652001215,3.1989132642157356,0.5005466277151195,14.43810899338978,1893.497193752272
9.0,0.7101963324084846,1.9582997868257204,0.9449402903120334,0.8000739265724219,2.0932370604038244,2162.3700194921958
10.0,1.5952627139881974,1.7495412685854141,0.26099689171193274,0.5566080762313806,27.15024353398395,2050.27867448127
11.0,0.5613314717227883,3.123060945349211,3.4842074287168554,0.5117134195211427,11.244089907134718,1965.6597490553086
12.0,0.5854461231147972,2.5562014140923113,0.9711213096479301,0.9015192777294978,9.245129939360691,2175.988721864472
13.0,1.9451911747832873,-0.3171198676892879,0.02563275680227628,0.8064755886589243,21.030533723642506,2279.924856030976
14.0,1.6256643150701904,0.2839655285854483,1.460052375102254,0.5503489304693796,13.05460625872705,2013.981331664214
15.0,1.8085639292902065,0.6266115638180456,2.5372868966797855,0.9962482441402296,13.936133518981839,1945.5661740670964
16.0,1.6060168086485163,1.6719496060762626,1.2712750611278971,0.8792874332307432,9.889247166732998,1913.1657144331248
17.0,0.825324314368381,-0.20390239455127768,2.3955898508560463,0.8666360338756083,9.423100656799328,2179.269757271289
18.0,1.5130769667554134,3.190843053741906,1.3689918846410678,0.24084495247570886,16.58037547477678,1935.3407008644608
19.0,1.5716462632309933,1.5051302318182427,3.4854286787439226,0.6893021773997994,7.5815351155477675,1863.3843598911155
20.0,0.24685436065992927,0.953742238112256,0.7033495003700634,0.8497186300185846,16.848479682440388,2263.8708551909717
21.0,1.8218799638216163,2.993768674543425,1.980389713839343,0.6171523260658056,11.915546149432515,1825.6523396082218
22.0,0.19335230426809735,2.8890518762279163,1.8356363866328436,0.30616636331274116,15.057374966931775,2298.517008258969
23.0,0.6181901458001187,1.6397881880224525,3.719050900226772,0.8224279626723272,13.079506257664248,2030.9458389530696
24.0,1.2135054441850224,4.284286202968703,1.0844385361961357,0.27816637278282086,26.339089634601276,1958.6038091252076
25.0,1.2741267951008703,2.8381519593920306,2.3556338168437465,0.3516105618050146,27.391355213725355,1863.7320930053527
26.0,0.7988456198437699,0.04496922613070864,0.102782625093421,0.4843991304748592,19.06839807096533,2094.0213151956755
27.0,1.8937521325584594,2.0700569090333274,0.8231192893337633,0.9996456365407056,17.6944967720347,1919.6865162120878
28.0,1.2964135250927729,1.4082281164222934,1.7833275658141927,0.544874551454768,5.006836789559213,1788.8522072744174
29.0,0.41347469276347426,2.307144471233996,1.0652124035422799,0.2273563165120835,13.038769613767403,2218.5654140813726
