id,$a$,$v_{c}$,$\alpha$,$\tau$,$\eta$,$t$,X^2,bic
75.0,1.056289452926979,5.813742111553938,3.829446556606476,80.62868127397725,153.21695852783853,0.35462276615754834,1.9716357888961689,1811.7624797771389
76.0,0.7579630190069814,2.59153019172032,1.7329990399601727,50.22911027021127,302.43156080036425,0.33442732106146406,5.560849370276691,2037.5333720889714
77.0,1.0819163586282883,4.125924694937396,1.7273111213479626,33.09019532620292,121.1185940912539,0.3023507759640546,12.259548362781134,1895.9981193449805
78.0,1.0924202517093384,4.759547994322068,4.075197130412116,78.43714275903085,123.51297309155893,0.3727900952962627,16.141854736490174,1841.796725381259
79.0,1.005797739502774,5.5803395239946685,2.0161674465540296,55.868318034350565,142.6294839486779,0.3296344407983982,2.085605012058538,1815.7536695643726
80.0,0.908413224366533,2.351529536643019,3.6697614459424805,103.79037761606315,310.2014715035721,0.3291812522712751,13.837063170398274,2147.0153302238323
81.0,1.1610048769014012,3.6717983765339417,4.060828670077202,42.82843984229415,192.96259350396792,0.2870997026052045,16.903738936093244,1969.9873356856813
82.0,0.7006533061898994,4.642005813606471,4.210855069754526,102.26964056353083,148.1638272900647,0.281672206759763,13.995878314614618,1918.8199860524498
83.0,0.7182550197571433,3.82437128507082,3.544886048146839,116.63314194322513,160.21304145086555,0.2901320634536414,17.653014019542972,1992.0022759162866
84.0,0.9132308257051329,4.279965661211895,2.3147174691675483,89.30774015895386,150.53929127098775,0.2938683459781356,7.429239323091286,1933.3802761317338
85.0,1.0930886187257531,2.920422766479426,1.5050034109262607,101.75260784560056,286.08412444334135,0.2796637244809615,13.009979009247113,1994.8752996023377
86.0,0.7993241430511893,6.318286512512874,4.229833038915992,113.9756069843636,130.27068093927886,0.36539829571018,12.62505462480648,1817.51938103044
87.0,1.140937408423706,2.6717438932029394,1.5308886492863698,56.41629838260741,234.43370532238222,0.3096259494604175,13.70525876494483,2048.1786015017096
88.0,1.2547255919058475,4.345419564924289,1.5757356491802068,90.3560721521109,311.89919492956255,0.33973276096008287,15.778206328479689,1866.112826981645
89.0,0.7225931359038686,3.775257824486728,2.8714554170784705,119.30275725537626,154.85829697535493,0.30219460657830427,14.312359509676208,1973.694045951306
90.0,0.9010900811076825,4.313455987034707,1.509572414138358,36.58049888126948,220.9725244247858,0.3450215879032466,4.809137186920915,1896.6029812593722
91.0,1.2586677393431767,4.41110169922616,1.832992726312109,52.43143943762786,126.34129660656778,0.38693842706798975,12.202897610880855,1847.3264410546785
92.0,1.079176301133615,6.287566151649908,4.493260034718137,21.170150991840224,277.65538588859783,0.2727112128120335,8.586457376360011,1857.697384857491
93.0,0.9021786276953301,4.000663148796598,4.40420138225902,69.59300306891971,137.41195855745707,0.369219336544735,12.139402124454516,1909.5840948419084
94.0,1.245689257380429,5.953736580912691,2.3077082437372,36.267758992412276,261.73582634447206,0.28591941531032766,4.054725170709418,1806.5742487475366
95.0,0.8549058104588716,5.329906653572975,2.893224076612013,96.78231958940886,307.21608788284584,0.27188348415780866,17.703262804577843,1954.8176519597719
96.0,1.0918391480445322,2.9759558138240285,4.188827148161895,52.824623861153924,188.48802473626986,0.3503399227251199,10.96516569073627,1976.4779728688434
97.0,0.9253203500269112,3.77682388382796,3.1679951628478125,25.23786254593933,188.15391957234172,0.3201325906814733,3.6420857333314958,1950.9678904652922
98.0,1.0925889889813631,3.9764125027546173,3.228742253245433,96.84203404325996,157.38063583607556,0.2874438210793326,13.621798387753987,1941.2018675729946
99.0,1.106413579541847,2.525313878689249,2.664853452654604,20.217567090576395,295.1040809759378,0.30401345318706596,17.32406520525018,2135.661784032084
